record_id,po_number,line_no,sku,triage_label,scenario,label_what,label_who,mitigation_steps,po_qty,po_price,asn_qty,inv_qty,inv_price,qty_delta,qty_delta_pct,price_diff_pct,has_po_ref,is_repeat,supplier_category,supplier_risk_tier,supplier_exception_rate_30d,days_order_to_ship,days_ship_to_invoice,days_order_to_invoice
PO260117008772-L0004,PO260117008772,4,1253-1667-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,23.0,212.42,23.0,23.0,212.42,0.0,0.0,0.0,1,0,MRO,LOW,0.049655,9,0,9
PO260117008772-L0005,PO260117008772,5,4532-9248-0005,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,15.0,206.44,15.0,15.0,206.44,0.0,0.0,0.0,1,0,MRO,LOW,0.049655,9,0,9
PO260117008772-L0006,PO260117008772,6,4274-5499-0006,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,221.0,16.06,221.0,221.0,16.06,0.0,0.0,0.0,1,0,MRO,LOW,0.049655,9,0,9
PO260117008842-L0001,PO260117008842,1,9371-6885-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,79.0,77.86,79.0,79.0,77.86,0.0,0.0,0.0,1,0,SERVICES,LOW,0.028657,5,4,9
PO260117008842-L0002,PO260117008842,2,7229-7146-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,79.0,52.5,79.0,79.0,52.5,0.0,0.0,0.0,1,0,SERVICES,LOW,0.028657,5,4,9
PO260117008842-L0003,PO260117008842,3,1853-3400-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,239.0,117.4,239.0,239.0,117.4,0.0,0.0,0.0,1,0,SERVICES,LOW,0.028657,5,4,9
PO260117008842-L0004,PO260117008842,4,9011-9565-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,94.0,232.79,94.0,94.0,232.79,0.0,0.0,0.0,1,0,SERVICES,LOW,0.028657,5,4,9
PO260117008966-L0001,PO260117008966,1,8106-2040-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,36.0,216.0,36.0,36.0,201.79,0.0,0.0,-0.06578703703703707,1,0,CAPEX,LOW,0.047279,4,0,4
PO260117008966-L0002,PO260117008966,2,2178-9770-0002,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,47.0,6.01,47.0,47.0,6.01,0.0,0.0,0.0,1,0,CAPEX,LOW,0.047279,4,0,4
PO260117009042-L0001,PO260117009042,1,3536-0929-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,11.0,42.14,11.0,11.0,42.14,0.0,0.0,0.0,1,0,MRO,HIGH,0.091733,8,5,13
PO260117009042-L0002,PO260117009042,2,8312-4811-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,224.0,146.56,224.0,224.0,146.63,0.0,0.0,0.000477620087336198,1,0,MRO,HIGH,0.091733,8,5,13
PO260117009042-L0003,PO260117009042,3,6222-9185-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,80.0,228.2,80.0,80.0,228.2,0.0,0.0,0.0,1,0,MRO,HIGH,0.091733,8,5,13
PO260117009042-L0004,PO260117009042,4,6314-8991-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,39.0,236.53,39.0,39.0,236.53,0.0,0.0,0.0,1,0,MRO,HIGH,0.091733,8,5,13
PO260117009155-L0001,PO260117009155,1,9623-1195-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",126.0,88.62,125.0,126.0,88.62,0.0,0.0,0.0,1,0,CAPEX,LOW,0.044981,4,5,9
PO260117009155-L0002,PO260117009155,2,9135-1524-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",125.0,71.8,125.0,125.0,71.8,0.0,0.0,0.0,1,0,CAPEX,LOW,0.044981,4,5,9
PO260117009155-L0003,PO260117009155,3,5963-9794-0003,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",52.0,37.08,52.0,50.0,37.08,-2.0,-0.038461538461538464,0.0,1,0,CAPEX,LOW,0.044981,4,5,9
PO260117009155-L0004,PO260117009155,4,5442-3723-0004,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",9.0,146.08,9.0,9.0,146.08,0.0,0.0,0.0,1,0,CAPEX,LOW,0.044981,4,5,9
PO260117009155-L0005,PO260117009155,5,2649-0022-0005,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",50.0,236.24,50.0,50.0,236.24,0.0,0.0,0.0,1,0,CAPEX,LOW,0.044981,4,5,9
PO260117009271-L0001,PO260117009271,1,2745-3912-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",40.0,125.29,25.0,40.0,125.29,0.0,0.0,0.0,1,0,MRO,LOW,0.052282,3,2,5
PO260117009311-L0001,PO260117009311,1,4455-3757-0001,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,193.0,44.89,193.0,193.0,44.39,0.0,0.0,-0.011138338159946536,1,0,RAW_MATERIAL,HIGH,0.060943,1,3,4
PO260117009311-L0002,PO260117009311,2,5328-0507-0002,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,101.0,157.0,101.0,101.0,157.0,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.060943,1,3,4
PO260117009311-L0003,PO260117009311,3,2795-4784-0003,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,22.0,166.81,22.0,22.0,166.81,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.060943,1,3,4
PO260117009311-L0004,PO260117009311,4,4565-3833-0004,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,153.0,194.3,153.0,153.0,194.3,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.060943,1,3,4
PO260117009311-L0005,PO260117009311,5,9404-1019-0005,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,19.0,150.8,19.0,19.0,150.8,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.060943,1,3,4
PO260117009311-L0006,PO260117009311,6,2606-0676-0006,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,159.0,193.78,159.0,159.0,193.78,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.060943,1,3,4
PO260117009418-L0001,PO260117009418,1,9610-5407-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",193.0,151.87,193.0,193.0,151.87,0.0,0.0,0.0,1,0,RAW_MATERIAL,LOW,0.057116,8,0,8
PO260117009418-L0002,PO260117009418,2,2026-3262-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",217.0,92.99,217.0,217.0,92.99,0.0,0.0,0.0,1,0,RAW_MATERIAL,LOW,0.057116,8,0,8
PO260117009418-L0003,PO260117009418,3,7739-1514-0003,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",150.0,42.65,139.0,150.0,42.65,0.0,0.0,0.0,1,0,RAW_MATERIAL,LOW,0.057116,8,0,8
PO260117009418-L0004,PO260117009418,4,9070-8131-0004,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",67.0,207.54,67.0,67.0,207.54,0.0,0.0,0.0,1,0,RAW_MATERIAL,LOW,0.057116,8,0,8
PO260117009542-L0001,PO260117009542,1,8502-9202-0001,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,225.0,124.42,225.0,225.0,124.42,0.0,0.0,0.0,1,0,MRO,HIGH,0.131566,4,1,5
PO260117009542-L0002,PO260117009542,2,1822-6423-0002,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,204.0,157.62,204.0,204.0,157.62,0.0,0.0,0.0,1,0,MRO,HIGH,0.131566,4,1,5
PO260117009662-L0001,PO260117009662,1,6495-8936-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,22.0,90.04,22.0,22.0,90.04,0.0,0.0,0.0,1,0,MRO,HIGH,0.237342,5,3,8
PO260117009662-L0002,PO260117009662,2,8633-0534-0002,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,86.0,24.27,86.0,86.0,24.6,0.0,0.0,0.01359703337453654,1,0,MRO,HIGH,0.237342,5,3,8
PO260117009730-L0001,PO260117009730,1,3872-1700-0001,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",117.0,142.4,117.0,117.0,142.4,0.0,0.0,0.0,1,0,SERVICES,LOW,0.014263,9,0,9
PO260117009893-L0001,PO260117009893,1,1294-0934-0001,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",143.0,95.85,143.0,143.0,95.85,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.18885,8,2,10
PO260117009893-L0002,PO260117009893,2,6097-8397-0002,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",187.0,152.75,140.0,187.0,152.75,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.18885,8,2,10
PO260117009893-L0003,PO260117009893,3,8518-0576-0003,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",124.0,36.41,124.0,124.0,36.41,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.18885,8,2,10
PO260117009893-L0004,PO260117009893,4,5447-2368-0004,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",151.0,229.71,151.0,151.0,229.71,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.18885,8,2,10
PO260117009893-L0005,PO260117009893,5,9322-0765-0005,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",45.0,187.48,45.0,43.0,187.48,-2.0,-0.044444444444444446,0.0,1,0,CAPEX,HIGH,0.18885,8,2,10
PO260117009893-L0006,PO260117009893,6,5601-3961-0006,MANUAL_REVIEW,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",198.0,137.21,198.0,198.0,137.21,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.18885,8,2,10
PO260117009959-L0001,PO260117009959,1,5462-5070-0001,AUTO_APPROVE,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,51.0,156.13,51.0,51.0,156.13,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.06691,6,5,11
PO260117009959-L0002,PO260117009959,2,8181-6605-0002,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,175.0,66.9,175.0,175.0,66.9,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.06691,6,5,11
